result #	query	article title	article url	article description	total nr of results indicated by Google	Extra settings	
20	“big government” site:saveournet.ca	n/a	n/a	n/a	n/a		
21	“big government” site:searchnetworking.techtarget.com/sDefinition/0,,sid7_gci1207194,00.html	n/a	n/a	n/a	n/a		
22	“big government” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?page=18	Screw big government and the OBAMANATION of change.BY teejcee44 on 10/24/2009 at 06:42.  This article is pure corporate propaganda and outright lies. ...  	4		
23	“big government” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?page=4	It's just an excuse for big government to control ISPs. There's no real problem. BY Real American on 10/22/2009 at 10:50 ...thehill.com/.../63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?... - Cached 	4		
24	“big government” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?page=5	Let big government into your livesâ¦asleep at the switch.BY Detter on 10/22/2009 at 12:27. Wow, this woman is an idiot and is obviously in the pockets of ATT ...  	4		
25	“big government” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?page=9	This is simply another big government POWER GRAB because they ~think~ they can get away with it. When is it time to start thinking about the 2nd Amendment? ...  	4		
26	“big government” site:news.cnet.com/Net-neutrality-showdown/2009-1028_3-6055133.html	n/a	n/a	n/a	n/a		
27	“big government” site:news.cnet.com/8301-30686_3-10357806-266.html	n/a	n/a	n/a	n/a		
28	“big government” site:cbc.ca/technology/story/2009/07/02/f-net-neutrality-faq.html	n/a	n/a	n/a	n/a		
29	“big government” site:pbs.org/moyers/moyersonamerica/net/neutrality.html	n/a	n/a	n/a	n/a		
30	“big government” site:wearetheweb.org	n/a	n/a	n/a	n/a		
31	“big government” site:news.bbc.co.uk/2/hi/8315918.stm	n/a	n/a	n/a	n/a		
32	“big government” site:wisegeek.com/what-is-net-neutrality.htm	n/a	n/a	n/a	n/a		
33	“big government” site:arstechnica.com/tech-policy/news/2009/12/big-cable-pro-net-neutrality-arguments-turn-first-amendment-on-its-head.ars	n/a	n/a	n/a	n/a		
34	“big government” site:blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars	n/a	n/a	n/a	n/a		
35	“big government” site:circleid.com/topics/net_neutrality	n/a	n/a	n/a	n/a		
36	“big government” site:cnn.com/2009/TECH/10/24/net.neutrality.politics/index.html	n/a	n/a	n/a	n/a		
37	“big government” site:publicknowledge.org/issues/network-neutrality	n/a	n/a	n/a	n/a		
38	“big government” site:freepress.net/policy/internet/net_neutrality	n/a	n/a	n/a	n/a		
39	“big government” site:openinternetcoalition.com	n/a	n/a	n/a	n/a		
40	“big government” site:techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page	n/a	n/a	n/a	n/a		
41	“big government” site:usatoday.com/tech/news/2009-12-09-netneutrality09_CV_N.htm	n/a	n/a	n/a	n/a		
42	“big government” site:handsoff.org	ISSUE ANALYSIS NET NEUTRALITY, SMALL BUSINESS, AND BIG GOVERNMENT	http://handsoff.org/hoti_docs/studies/FreedomWorks_Study_61907.pdf	File Format: PDF/Adobe Acrobat - View as HTML  NET NEUTRALITY, SMALL BUSINESS, AND BIG GOVERNMENT . Wayne T. Brough, Ph.D.* and. Arthur A. Fleisher, III, Ph.D.**. June 15, 2007 ...  	2		
43	“big government” site:handsoff.org	Hands off the  Internet Â» Spare the Net	http://www.handsoff.org/blog/spare-the-net/	... extremists to support Net neutrality, but I'm very disappointed that a purportedly conservative group is jumping on the big government bandwagon. ...  	2		
44	“big government” site:thedailyshow.com/watch/wed-july-19-2006/net-neutrality-act	n/a	n/a	n/a	n/a		
45	“big government” site:foureyedmonsters.com/neutrality	n/a	n/a	n/a	n/a		
46	“big government” site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
47	“big government” site:pcworld.com/article/184756/atandt_offers_new_position_on_net_neutrality.html	n/a	n/a	n/a	n/a		
48	“new regulation” site:en.wikipedia.org/wiki/Network_neutrality	Network neutrality - Wikipedia, the free encyclopedia	http://en.wikipedia.org/wiki/Network_neutrality	Since September 2007 in Russian Federation there is a government resolution N 575, which gives new regulation rules of telematics services. ...  	1		
49	“new regulation” site:en.wikipedia.org/wiki/Network_neutrality_in_the_United_States	n/a	n/a	n/a	n/a		
50	“new regulation” site:savetheinternet.com	Net Neutrality Is a Good  Investment | Save the Internet	http://www.savetheinternet.com/blog/09/10/22/net-neutrality-good-investment	22 Oct 2009 ... McKinnon ominously warned investment and the jobs âcould be snuffed out by new regulation that chills the revenue streams to fund it.â ...  	6		
51	“new regulation” site:savetheinternet.com	Questions about Net Neutrality Opponents Still Can't Answer | Save ...	http://www.savetheinternet.com/blog/09/10/22/questions-about-net-neutrality-opponents-still-cant-answer	22 Oct 2009 ... Open Internet supporters have long combated the false claims of companies like AT&T that Net Neutrality would result in harsh new regulation  ...  	6		
52	“new regulation” site:savetheinternet.com	Frequently Asked Questions | Save the Internet	http://www.savetheinternet.com/frequently-asked-questions	Is Net Neutrality a new regulation ? Absolutely not. Net Neutrality has been part of the Internet since its inception. Pioneers like Vint Cerf and Sir Tim ...  	6		
53	“new regulation” site:savetheinternet.com	Rep. Mark Souder (IN-3) | Save the Internet	http://congress.savetheinternet.com/person/383-mark-souder	The market is a much better way to deal with neutrality and openness on the internet than new regulation . I find it a bit ironic that certain companies want ...  	6		
54	“new regulation” site:savetheinternet.com	Why Consumers Demand Internet Freedom	https://www.savetheinternet.com/files/nn_fact_v_fiction_final.pdf	File Format: PDF/Adobe Acrobat - Quick View  FACT #1: Network Neutrality protections have existed for the entire history of the Internet. Fiction: Network Neutrality is â new regulation .â ...  	6		
55	“new regulation” site:savetheinternet.com	SaveTheInternet.com Archive	http://www.savetheinternet.com/archive/2006/09/	âNet Neutrality legislation is heavy-handed new regulation .â [They ignore its history as one of the Internet's guiding  regulatory principles, which has made ...  	6		
56	“new regulation” site:netneutrality.michaelgeist.ca	CRTC Submissions Set the Course For New Media Hearings | Neutrality	http://netneutrality.michaelgeist.ca/crtc-submissions-set-course-new-media-hearings	A handful of broadcasters also  support new regulation . The CBC maintains that " new media content aggregators" should be regulated, while Sirius Satellite ...netneutrality.michaelgeist.ca/crtc-submissions-set-course-new-media-hearings - Cached 	3		
57	“new regulation” site:netneutrality.michaelgeist.ca	CRTC New Media Hearing: The Three Battleground Issues [Updated ...	http://netneutrality.michaelgeist.ca/crtc-new-media-hearing-three-battleground-issues-updated	... CRTC to regulate new media content aggregators, while Sirius satellite radio wants Internet radio delivered to mobile devices to face new regulation .] ...  	3		
58	“new regulation” site:netneutrality.michaelgeist.ca	CRTC Network Management Hearings, Day Five: Telus, Cogeco, Barrett ...	http://netneutrality.michaelgeist.ca/crtc-network-management-hearings-day-five-telus-cogeco-barrett-xplore	The threat of new regulation that could constrain ability to earn a reasonable profit is a scary thing for ISPs. Basic issues are easy to identify and ...  	3		
59	“new regulation” site:wired.com/epicenter/2009/09/net-neutrality-announcement	n/a	n/a	n/a	n/a		
60	“new regulation” site:news.yahoo.com/s/ap/20100108/ap_on_hi_te/us_tec_comcast_fcc_internet_rules	n/a	n/a	n/a	n/a		
61	“new regulation” site:saveournet.ca	n/a	n/a	n/a	n/a		
62	“new regulation” site:searchnetworking.techtarget.com/sDefinition/0,,sid7_gci1207194,00.html	n/a	n/a	n/a	n/a		
63	“new regulation” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?page=4	So, pardon me if I'm not falling for the nicey-nice propaganda about how wonderful this new regulation is going to be for everybody. ...  	1		
64	“new regulation” site:news.cnet.com/Net-neutrality-showdown/2009-1028_3-6055133.html	n/a	n/a	n/a	n/a		
65	“new regulation” site:news.cnet.com/8301-30686_3-10357806-266.html	Verizon, AT&T: Net neutrality not OK for wireless | Signal ...	http://news.cnet.com/8301-30686_3-10357806-266.html	21 Sep 2009 ... But Net neutrality supporters say it is critical for the new regulation to apply to wireless, as well as to wireline, services because in ...  	1		
66	“new regulation” site:cbc.ca/technology/story/2009/07/02/f-net-neutrality-faq.html	n/a	n/a	n/a	n/a		
67	“new regulation” site:pbs.org/moyers/moyersonamerica/net/neutrality.html	n/a	n/a	n/a	n/a		
68	“new regulation” site:wearetheweb.org	n/a	n/a	n/a	n/a		
69	“new regulation” site:news.bbc.co.uk/2/hi/8315918.stm	n/a	n/a	n/a	n/a		
70	“new regulation” site:wisegeek.com/what-is-net-neutrality.htm	n/a	n/a	n/a	n/a		
71	“new regulation” site:arstechnica.com/tech-policy/news/2009/12/big-cable-pro-net-neutrality-arguments-turn-first-amendment-on-its-head.ars	n/a	n/a	n/a	n/a		
72	“new regulation” site:blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars	n/a	n/a	n/a	n/a		
73	“new regulation” site:circleid.com/topics/net_neutrality	n/a	n/a	n/a	n/a		
74	“new regulation” site:cnn.com/2009/TECH/10/24/net.neutrality.politics/index.html	n/a	n/a	n/a	n/a		
75	“new regulation” site:publicknowledge.org/issues/network-neutrality	n/a	n/a	n/a	n/a		
76	“new regulation” site:freepress.net/policy/internet/net_neutrality	n/a	n/a	n/a	n/a		
77	“new regulation” site:openinternetcoalition.com	n/a	n/a	n/a	n/a		
78	“new regulation” site:techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page	n/a	n/a	n/a	n/a		
79	“new regulation” site:usatoday.com/tech/news/2009-12-09-netneutrality09_CV_N.htm	n/a	n/a	n/a	n/a		
80	“new regulation” site:handsoff.org	Prepared Remarks of Christopher Wolf Co-Chair, Hands Off the ...	http://www.handsoff.org/hoti_docs/news/wolf_021407.pdf	File Format: PDF/Adobe Acrobat - Quick View  As much as we might disagree over the need for new regulation , ... The calls for new regulation also unfairly shift business costs to consumers by barring ...  	15		
81	“new regulation” site:handsoff.org	Hands off the  Internet Â» Chris Wolf on Broadband Policy and the ...	http://www.handsoff.org/blog/tiered-service/chris-wolf-on-broadband-policy-and-the-next-internet/	As much as we might disagree over the need for new regulation , we agree completely with those on the other side of the regulatory question that no legal ...  	15		
82	“new regulation” site:handsoff.org	Hands off the  Internet Â» Deborah Platt Majoras	http://www.handsoff.org/blog/category/deborah-platt-majoras/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	15		
83	“new regulation” site:handsoff.org	Hands off the  Internet Â» PFF Summit	http://www.handsoff.org/blog/category/pff-summit/	... Workers of America, have correctly noted, promoting deployment, not cumbersome new regulation , is the key to economic growth and job creation.â ...  	15		
84	“new regulation” site:handsoff.org	Hands off the  Internet Â» FTC	http://www.handsoff.org/blog/category/ftc/	As much as we might disagree over the need for new regulation , we agree completely with those on the other side of the regulatory question that no legal ...  	15		
85	“new regulation” site:handsoff.org	Hands off the  Internet Â» News	http://www.handsoff.org/blog/category/news/	âThere is no current or anticipated content discrimination or service degradation justifying new regulation by the Commission,â said a filing by Hands Off ...  	15		
86	“new regulation” site:handsoff.org	Hands off the  Internet Â» Competition	http://www.handsoff.org/blog/category/competition/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	15		
87	“new regulation” site:handsoff.org	Hands off the  Internet Â» Networking	http://www.handsoff.org/blog/category/networking/page/2/	As much as we might disagree over the need for new regulation , we agree completely with those on the other side of the regulatory question that no legal ...  	15		
88	“new regulation” site:handsoff.org	Hands off the  Internet Â» Congress	http://www.handsoff.org/blog/category/congress/page/2/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	15		
89	“new regulation” site:handsoff.org	Hands Off the Internet	http://handsoff.org/hoti_docs/news/pr_040507.shtml	"Rather than participate in the recent process set up by the FCC to determine whether there is a need for new regulation , these groups are trying to ...  	15		
90	“new regulation” site:handsoff.org	Hands off the  Internet Â» ISP	http://www.handsoff.org/blog/category/isp/page/2/	Could this be the same Google that's lobbying for the Feds to start a massive new regulation of VPNs and the Internet? If that ever happens, ...  	15		
91	“new regulation” site:handsoff.org	Hands off the  Internet Â» Google's Virtue and Other Internet Problems	http://www.handsoff.org/blog/tiered-service/googles-virtue-and-other-internet-problems/	Could this be the same Google that's lobbying for the Feds to start a massive new regulation of VPNs and the Internet? If that ever happens, ...  	15		
92	“new regulation” site:handsoff.org	Before the Federal Communications Commission Washington, D.C. ...	http://handsoff.org/hoti_docs/studies/HOTI_Reply.pdf	File Format: PDF/Adobe Acrobat - Quick View  16 Jul 2007 ... the proponents of new regulation to include not only blocking or degradation, but even pro- competitive network management and traffic ...  	15		
93	“new regulation” site:handsoff.org	Before the Federal Communications Commission Washington, D.C. ...	http://handsoff.org/hoti_docs/studies/fcc_filing.pdf	File Format: PDF/Adobe Acrobat - Quick View  degradation justifying new regulation by the Commission. ...... law must be examined to determine whether new regulation is truly needed to deal with the ...  	15		
94	“new regulation” site:handsoff.org	Hands off the  Internet Â» 2007 Â» July	http://www.handsoff.org/blog/2007/07/page/2/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	15		
95	“new regulation” site:thedailyshow.com/watch/wed-july-19-2006/net-neutrality-act	n/a	n/a	n/a	n/a		
96	“new regulation” site:foureyedmonsters.com/neutrality	n/a	n/a	n/a	n/a		
97	“new regulation” site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
98	“new regulation” site:pcworld.com/article/184756/atandt_offers_new_position_on_net_neutrality.html	n/a	n/a	n/a	n/a		
99	nationalization site:en.wikipedia.org/wiki/Network_neutrality	n/a	n/a	n/a	n/a		
100	nationalization site:en.wikipedia.org/wiki/Network_neutrality_in_the_United_States	n/a	n/a	n/a	n/a		
101	nationalization site:savetheinternet.com	H. R. 2052	https://www.savetheinternet.com/files/HR_2052_Burr-Dingell.pdf	File Format: PDF/Adobe Acrobat - Quick View  (7) The possibility of further nationalization . 13 threatens the current give- and-take between ... and to prevent the further nationalization of the tel-  ...https://www.savetheinternet.com/files/HR_2052_Burr-Dingell.pdf 	2		
102	nationalization site:savetheinternet.com	Anonymous | Save the Internet	http://www.savetheinternet.com/story/4597	The only solution I can see is the Nationalization of Communication and therefor elimination of the need to exploit the poorest Americans proportional more ...  	2		
103	nationalization site:netneutrality.michaelgeist.ca	n/a	n/a	n/a	n/a		
104	nationalization site:wired.com/epicenter/2009/09/net-neutrality-announcement	n/a	n/a	n/a	n/a		
105	nationalization site:news.yahoo.com/s/ap/20100108/ap_on_hi_te/us_tec_comcast_fcc_internet_rules	n/a	n/a	n/a	n/a		
106	nationalization site:saveournet.ca	n/a	n/a	n/a	n/a		
107	nationalization site:searchnetworking.techtarget.com/sDefinition/0,,sid7_gci1207194,00.html	n/a	n/a	n/a	n/a		
108	nationalization site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	n/a	n/a	n/a	n/a		
109	nationalization site:news.cnet.com/Net-neutrality-showdown/2009-1028_3-6055133.html	n/a	n/a	n/a	n/a		
110	nationalization site:news.cnet.com/8301-30686_3-10357806-266.html	n/a	n/a	n/a	n/a		
111	nationalization site:cbc.ca/technology/story/2009/07/02/f-net-neutrality-faq.html	n/a	n/a	n/a	n/a		
112	nationalization site:pbs.org/moyers/moyersonamerica/net/neutrality.html	n/a	n/a	n/a	n/a		
113	nationalization site:wearetheweb.org	n/a	n/a	n/a	n/a		
114	nationalization site:news.bbc.co.uk/2/hi/8315918.stm	n/a	n/a	n/a	n/a		
115	nationalization site:wisegeek.com/what-is-net-neutrality.htm	n/a	n/a	n/a	n/a		
116	nationalization site:arstechnica.com/tech-policy/news/2009/12/big-cable-pro-net-neutrality-arguments-turn-first-amendment-on-its-head.ars	n/a	n/a	n/a	n/a		
117	nationalization site:blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars	n/a	n/a	n/a	n/a		
118	nationalization site:circleid.com/topics/net_neutrality	n/a	n/a	n/a	n/a		
119	nationalization site:cnn.com/2009/TECH/10/24/net.neutrality.politics/index.html	n/a	n/a	n/a	n/a		
120	nationalization site:publicknowledge.org/issues/network-neutrality	n/a	n/a	n/a	n/a		
121	nationalization site:freepress.net/policy/internet/net_neutrality	n/a	n/a	n/a	n/a		
122	nationalization site:openinternetcoalition.com	n/a	n/a	n/a	n/a		
123	nationalization site:techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page	The Net Neutrality Debate All On One Page	http://www.techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page/	31 Aug 2008 ... Federal government regulation or nationalization is also very scary and while the Feds pretty much have a blank check to do whatever they ...  	1		
124	nationalization site:usatoday.com/tech/news/2009-12-09-netneutrality09_CV_N.htm	n/a	n/a	n/a	n/a		
125	nationalization site:handsoff.org	n/a	n/a	n/a	n/a		
126	nationalization site:thedailyshow.com/watch/wed-july-19-2006/net-neutrality-act	n/a	n/a	n/a	n/a		
127	nationalization site:foureyedmonsters.com/neutrality	n/a	n/a	n/a	n/a		
128	nationalization site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
129	nationalization site:pcworld.com/article/184756/atandt_offers_new_position_on_net_neutrality.html	n/a	n/a	n/a	n/a		
130	socialism site:en.wikipedia.org/wiki/Network_neutrality	n/a	n/a	n/a	n/a		
131	socialism site:en.wikipedia.org/wiki/Network_neutrality_in_the_United_States	n/a	n/a	n/a	n/a		
132	socialism site:savetheinternet.com	Who Really Owns Your Phone? | Save the Internet	http://www.savetheinternet.com/blog/09/06/16/who-really-owns-your-phone	16 Jun 2009 ... If this is socialism , then we've been socialists for many decades. A more modern example of this type of negotiation is how the database ...  	11		
133	socialism site:savetheinternet.com	Will 'Astroturf' Groups Block Net Neutrality Reform? | Save the ...	http://www.savetheinternet.com/blog/09/09/03/will-%E2%80%98astroturf%E2%80%99-groups-block-net-neutrality-reform	3 Sep 2009 ... Scott Cleland, who heads the operation, has made it his job to bash Net Neutrality, even likening it to socialism : "Just like the Soviet ...  	11		
134	socialism site:savetheinternet.com	Keep Off the Astroturf | Save the Internet	http://www.savetheinternet.com/blog/09/08/19/keep-astroturf	19 Aug 2009 ... The Boy Who Cried Socialism . All Net Neutrality really does is protect market ... And oppose it he has: "Just like the Soviet socialists , ...  	11		
135	socialism site:savetheinternet.com	Time for Net Neutrality  | Save the Internet	http://www.savetheinternet.com/blog/09/10/30/time-net-neutrality	30 Oct 2009 ...  socialism sucks. By really rand (not verified) on October 31, 2009. socialism is not an answer! Blogger Bio. Rep. Ed Markey ...  	11		
136	socialism site:savetheinternet.com	The cable news "fascist socialist" apocalypse | Free Press	https://www.savetheinternet.com/node/56585	Amidst economic crisis, is America drifting towards socialism ? Or fascism? Or some "weirdo" hybrid of both?! Only cable McNews has the answer. ...  	11		
137	socialism site:savetheinternet.com	Must See Videos | Free Press	https://www.savetheinternet.com/audio/by/title/sprouts_11_07_07	Amidst economic crisis, is America drifting towards socialism ? Or fascism? Or some "weirdo" hybrid of both?! Only cable McNews has the answer. ...  	11		
138	socialism site:savetheinternet.com	JANET HENRY | Save the Internet	http://www.savetheinternet.com/story/23001	Free Internet will help to keep us from falling further into Communism/ Socialism . Not everyone has the ability to read the congressional reports etc. ...www.savetheinternet.com/story/23001 - Cached 	11		
139	socialism site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/node?page=2242	Socialism would never let this happen! The Internet is a global freedom, not a US commodity that  AT&T and Comcast can control. Diane Ault community artist ...  	11		
140	socialism site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/node?page=2067	Don't bow to socialism -- fight it! Net Neutrality is essential to free speech, equal opportunity and economic innovation in America. ...  	11		
141	socialism site:savetheinternet.com	Save the Internet	http://www.savetheinternet.com/stories/all?page=1112	How is total control by two or three companies different from a monopoly? or socialism ? or communism? In a "free" society, speech should be free. ...  	11		
142	socialism site:savetheinternet.com	Miklos Palmer |  Save the Internet	http://www.savetheinternet.com/story/12494	... a government and few companies that control all aspects of our market with no social care we have effectively skiped socialism and gone to communism. ...  	11		
143	socialism site:netneutrality.michaelgeist.ca	n/a	n/a	n/a	n/a		
144	socialism site:wired.com/epicenter/2009/09/net-neutrality-announcement	FCC Backs Net Neutrality â And Then Some | Epicenter | Wired.com	http://www.wired.com/epicenter/2009/09/net-neutrality-announcement/	Socialism is not the answer. Who is John Galt? Posted by: gregsky88 | 12/8/09 | 9:35 am. An interesting web tying in NBC/Comcast merger approval, ...  	1		
145	socialism site:news.yahoo.com/s/ap/20100108/ap_on_hi_te/us_tec_comcast_fcc_internet_rules	n/a	n/a	n/a	n/a		
146	socialism site:saveournet.ca	n/a	n/a	n/a	n/a		
147	socialism site:searchnetworking.techtarget.com/sDefinition/0,,sid7_gci1207194,00.html	n/a	n/a	n/a	n/a		
148	socialism site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	n/a	n/a	n/a	n/a		
149	socialism site:news.cnet.com/Net-neutrality-showdown/2009-1028_3-6055133.html	n/a	n/a	n/a	n/a		
150	socialism site:news.cnet.com/8301-30686_3-10357806-266.html	n/a	n/a	n/a	n/a		
151	socialism site:cbc.ca/technology/story/2009/07/02/f-net-neutrality-faq.html	n/a	n/a	n/a	n/a		
152	socialism site:pbs.org/moyers/moyersonamerica/net/neutrality.html	n/a	n/a	n/a	n/a		
153	socialism site:wearetheweb.org	n/a	n/a	n/a	n/a		
154	socialism site:news.bbc.co.uk/2/hi/8315918.stm	n/a	n/a	n/a	n/a		
155	socialism site:wisegeek.com/what-is-net-neutrality.htm	n/a	n/a	n/a	n/a		
156	socialism site:arstechnica.com/tech-policy/news/2009/12/big-cable-pro-net-neutrality-arguments-turn-first-amendment-on-its-head.ars	n/a	n/a	n/a	n/a		
157	socialism site:blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars	Facebook and Twitter Founders Join Net-Neutrality Wars - Digits - WSJ	http://blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars/	18 Oct 2009 ... derek, net neutrality fosters free market enterprise - rather the opposite of socialism . retard. et al; the only reason i oppose net ...  	1		
158	socialism site:circleid.com/topics/net_neutrality	CircleID - Net Neutrality News, Opinions and Blogs	http://www.circleid.com/topics/net_neutrality/blogs/P60/		1		
159	socialism site:cnn.com/2009/TECH/10/24/net.neutrality.politics/index.html	n/a	n/a	n/a	n/a		
160	socialism site:publicknowledge.org/issues/network-neutrality	n/a	n/a	n/a	n/a		
161	socialism site:freepress.net/policy/internet/net_neutrality	n/a	n/a	n/a	n/a		
162	socialism site:openinternetcoalition.com	Towards an Economic Framework for Network Neutrality Regula-tion	http://www.openinternetcoalition.com/index.cfm?objectid=4A52C5A5-F1F6-6035-B40F07C6EAD4D36F	File Format: PDF/Adobe Acrobat - Quick View  CAPITALISM, SOCIALISM AND DEMOCRACY, 81-86 (Harper Perennial 1975); see also Dennis. W. Carlton & Robert H. Gertner, Intellectual Property,  Antitrust and ...  	1		
163	socialism site:techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page	n/a	n/a	n/a	n/a		
