result #	query	article title	article url	article description	total nr of results indicated by Google	Extra settings	
272	“fairness doctrine” site:saveournet.ca	n/a	n/a	n/a	n/a		
273	“fairness doctrine” site:news.cnet.com/Net-neutrality-showdown/2009-1028_3-6055133.html	n/a	n/a	n/a	n/a		
274	“fairness doctrine” site:searchnetworking.techtarget.com/sDefinition/0,,sid7_gci1207194,00.html	n/a	n/a	n/a	n/a		
275	“fairness doctrine” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	20 Oct 2009 ... Marsha Blackburn (R-Tenn. spoke against net neutrality regulations today at an event put on by the Safe Internet Alliance.  	1		
276	“fairness doctrine” site:cbc.ca/technology/story/2009/07/02/f-net-neutrality-faq.html	n/a	n/a	n/a	n/a		
277	“fairness doctrine” site:pbs.org/moyers/moyersonamerica/net/neutrality.html	n/a	n/a	n/a	n/a		
278	“fairness doctrine” site:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a	n/a		
279	“fairness doctrine” site:news.bbc.co.uk/2/hi/8315918.stm	n/a	n/a	n/a	n/a		
280	“fairness doctrine” site:wisegeek.com/what-is-net-neutrality.htm	n/a	n/a	n/a	n/a		
281	“fairness doctrine” site:cybertelecom.org/ci/neutral.htm	n/a	n/a	n/a	n/a		
282	“fairness doctrine” site:arstechnica.com/tech-policy/news/2009/12/big-cable-pro-net-neutrality-arguments-turn-first-amendment-on-its-head.ars	n/a	n/a	n/a	n/a		
283	“fairness doctrine” site:circleid.com/topics/net_neutrality	n/a	n/a	n/a	n/a		
284	“fairness doctrine” site:blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars	n/a	n/a	n/a	n/a		
285	“fairness doctrine” site:cnn.com/2009/TECH/10/24/net.neutrality.politics/index.html	n/a	n/a	n/a	n/a		
286	“fairness doctrine” site:publicknowledge.org/issues/network-neutrality	Network Neutrality | Public Knowledge	https://www.publicknowledge.org/issues/network-neutrality	If You Hate the Fairness Doctrine , You Should Love Net Neutrality. Nov 12 2009 - 4:45pm. Content and Its Discontents. Nov 2 2009 - 8:00pm ...  	1		
287	“fairness doctrine” site:freepress.net/policy/internet/net_neutrality	n/a	n/a	n/a	n/a		
288	“fairness doctrine” site:online.wsj.com/article/SB125329467451823485.html	n/a	n/a	n/a	n/a		
289	“fairness doctrine” site:openinternetcoalition.com	n/a	n/a	n/a	n/a		
290	“fairness doctrine” site:techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page	n/a	n/a	n/a	n/a		
291	“fairness doctrine” site:usatoday.com/tech/news/2009-12-09-netneutrality09_CV_N.htm	n/a	n/a	n/a	n/a		
292	“big telecom” site:en.wikipedia.org/wiki/Network_neutrality	n/a	n/a	n/a	n/a		
293	“big telecom” site:en.wikipedia.org/wiki/Network_neutrality_in_the_United_States	n/a	n/a	n/a	n/a		
294	“big telecom” site:savetheinternet.com	The Internet Must Not Become a Segregated Community | Save the ...	http://www.savetheinternet.com/blog/09/12/01/internet-must-not-become-segregated-community	1 Dec 2009 ... of voices to participate in our democratic society, or whether it will be a closed network controlled by the big telecom companies. ...  	56		
295	“big telecom” site:savetheinternet.com	The Battle to Access Information Online | Save the Internet	http://www.savetheinternet.com/blog/09/12/11/battle-access-information-online	11 Dec 2009 ... In retribution, the big telecom interests are sending a message ... FCC regulations would only affect the big Telecom interests and not the ...  	56		
296	“big telecom” site:savetheinternet.com	Musicians Stand Up for Net Neutrality  | Save the Internet	http://www.savetheinternet.com/blog/09/10/20/musicians-stand-net-neutrality	20 Oct 2009 ... Now that we're close to having Net Neutrality become the law of the land, it's  little surprise that the big telecom and cable companies are ...  	56		
297	“big telecom” site:savetheinternet.com	Verizon's scheme to thwart Philly's Wi-Fi plans would harm ...	https://www.savetheinternet.com/release/36	23 Nov 2004 ... The Pennsylvania legislation is a continuation of a nationwide effort by big telecom companies to write their broadband monopolies into law. ...  	56		
298	“big telecom” site:savetheinternet.com	SaveTheInternet.com Archive	http://www.savetheinternet.com/archive/2007/04/	When this bill comes up, make sure he goes up on the Hill and votes against letting the big telecom's take over the Internet.â Rep. Steve Kagen (D-Wis.) ...  	56		
299	“big telecom” site:savetheinternet.com	SaveTheInternet.com Archive	http://www.savetheinternet.com/blog/2008/01/04/setting-the-stage-for-a-people-powered-web-in-2008/	4 Jan 2008 ... âWithout statutory Net Neutrality, there is nothing to prevent big telecom companies from injecting political bias into modern ...  	56		
300	“big telecom” site:savetheinternet.com	Howard Winant | Save the Internet	http://www.savetheinternet.com/story/1731	What special claim to the big telecom companies have to the Internet? None. It was developed by government and universities. Its operations are a public ...  	56		
301	“big telecom” site:savetheinternet.com	Cable industry's campaign of deceit ends in defeat in Arizona ...	https://www.savetheinternet.com/release/59	12 Apr 2005 ... "This bill served as a national barometer for Big Cable and Big Telecom ," said Free Press campaign director Russ Newman. ...  	56		
302	“big telecom” site:savetheinternet.com	SaveTheInternet.com Archive	http://www.savetheinternet.com/archive/2006/07/	That's why the big telecom and cable corporations are lobbying to create a special ..... Lobbyists from big telecom companies such as Verizon and AT&T are ...  	56		
303	“big telecom” site:savetheinternet.com	SaveTheInternet.com Archive	http://www.savetheinternet.com/blog/2006/07/07/stevens-telco-bill-teeters-under-public-scrutiny/	7 Jul 2006 ... Lobbyists from big telecom companies such as Verizon and AT&T are spending like compulsive shoppers on eBay to get their message out. ...  	56		
304	“big telecom” site:savetheinternet.com	Sean Stanhill | Save the Internet	http://www.savetheinternet.com/story/30196	Our school would have to revert to methods of piracy if the servers back home were choked by the big telecom companies lobbying to shape the internet. ...  	56		
305	“big telecom” site:savetheinternet.com	SaveTheInternet.com Archive	http://www.savetheinternet.com/archive/2006/07/20/daily-show-revisits-net-neutrality/	20 Jul 2006 ... That's why the big telecom and cable corporations are lobbying to create a special class of Internet service where, for example, ...  	56		
306	“big telecom” site:savetheinternet.com	ken traughber | Save the Internet	http://www.savetheinternet.com/story/16502	Location Nashville, TNUnited States 36Â° 8' 54.5496" N, 86Â° 57' 8.622" W Your Headline: The Internet Does Not Belong to Big Telecom Co's Net Neutrality is ...  	56		
307	“big telecom” site:savetheinternet.com	Barry Seymour | Save the Internet	http://www.savetheinternet.com/story/1988	The big telecom companies have all the power they need, and then some, to control the discussion and create the agenda.  	56		
308	“big telecom” site:savetheinternet.com	Greg Collins | Save the Internet	http://www.savetheinternet.com/story/7841	Location Coopersville, MIUnited States 43Â° 3' 48.276" N, 85Â° 55' 37.6464" W Your Headline: Big Telecom Attacks American Manufacturing!  	56		
309	“big telecom” site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/	The savetheinternet.com coalition is more than a million everyday people who have banded together with thousands of non-profit organizations, businesses and ...  	56		
310	“big telecom” site:savetheinternet.com	Joseph Hess | Save the Internet	http://www.savetheinternet.com/story/17831	Location East Lansing, MIUnited States 42Â° 44' 6.828" N, 84Â° 29' 1.554" W Your Headline: Don't let Big Telecom control internet access Net Neutrality is ...  	56		
311	“big telecom” site:savetheinternet.com	Concerned Citizen | Save the Internet	http://www.savetheinternet.com/tag/concerned-citizen?page=200		56		
312	“big telecom” site:savetheinternet.com	AT&T's Not-So-Secret Veto over 3G SlingPlayer Mobile | Save the ...	http://www.savetheinternet.com/blog/09/05/13/att%E2%80%99s-not-so-secret-veto-over-3g-slingplayer-mobile	The big telecom companies have all the power they need, and then some, to control the discussion and create the agenda. They don't need more. ...  	56		
313	“big telecom” site:savetheinternet.com	Doug Krauss | Save the Internet	http://www.savetheinternet.com/story/10246	Location Amana, IAUnited States 41Â° 48' 6.0444" N, 91Â° 52' 28.2144" W Your Headline: Don't give in to the big telecom companies. I'm a student at Kirkwood ...  	56		
314	“big telecom” site:savetheinternet.com	Margaret Murray | Save the Internet	http://www.savetheinternet.com/story/16248		56		
315	“big telecom” site:savetheinternet.com	Robert Dallin | Save the Internet	http://www.savetheinternet.com/story/13920	First of all the big telecom firms have plenty of market to themselves over the decades. Bowing to the political and economic pressures of these privately ...  	56		
316	“big telecom” site:savetheinternet.com	T.E. Little | Save the Internet	http://www.savetheinternet.com/story/2341	PLEASE DO NOT LET BIG TELECOM Companies dictate our lives! ONLY WHEN THERE IS COMPETITION IS IT FAIR TO ALL AND MOST FREE! Net Neutrality is essential to ...  	56		
317	“big telecom” site:savetheinternet.com	Jonathan Simmons | Save the Internet	http://www.savetheinternet.com/story/6427		56		
318	“big telecom” site:savetheinternet.com	Christina Benson | Save the Internet	http://www.savetheinternet.com/story/10007	Allowing corporations (such as big telecom companies) to restrict and limit our access to the free exchange of information and ideas is tantamount to ...  	56		
319	“big telecom” site:savetheinternet.com	Susan O\'Neill | Save the Internet	http://www.savetheinternet.com/story/3501	... would hand over what might be our last bastion of freedom in the media to the likes of AT&T and other big telecom companies for their control and profit ...  	56		
320	“big telecom” site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/node?page=2204	Don't let Big Telecom slow down my Internet access. The companies that currently control the "pipes" used to send data through the Internet (Verizon, ...  	56		
321	“big telecom” site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/node?page=2179	We need Net Neutrality. Just Say No to BIG Telecom . Net Neutrality is essential to free speech, equal opportunity and economic innovation in America. ...  	56		
322	“big telecom” site:savetheinternet.com	Steve Snyder | Save the Internet	http://www.savetheinternet.com/story/15163	Location DeSoto, TXUnited States 32Â° 37' 15.5712" N, 96Â° 54' 50.7996" W  Your Headline: Stop the Big  Cable- Big Telecom collusion Net Neutrality is essential ...  	56		
323	“big telecom” site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/node?page=1999	... the internet as it stands now is an important symbol of our freedom as Americans. The big telecom companies want to change this. ...  	56		
324	“big telecom” site:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a	n/a		
325	“big telecom” site:reclaimthemedia.org/broadband/cable/new_study_suggests_net_neutral0701	n/a	n/a	n/a	n/a		
326	“big telecom” site:broadcastingcable.com/article/442481-Minority_Women_s_Organizations_Call_on_FCC_to_Ponder_Net_Neutrality_Rules.php	n/a	n/a	n/a	n/a		
327	“big telecom” site:macsimumnews.com/index.php/archive/net_neutrality_expected_be_debated_at_ces_2010	n/a	n/a	n/a	n/a		
328	“big telecom” site:netneutrality.michaelgeist.ca	n/a	n/a	n/a	n/a		
329	“big telecom” site:wired.com/epicenter/2009/09/net-neutrality-announcement	n/a	n/a	n/a	n/a		
330	“big telecom” site:wearetheweb.org	n/a	n/a	n/a	n/a		
331	“big telecom” site:saveournet.ca	CRTC sides with Big Telecom and Fails Online Consumers | SaveOurNet.ca	http://saveournet.ca/content/crtc-sides-with-big-telecom-and-fails-online-consumers	CRTC sides with Big Telecom and Fails Online Consumers. Submitted by Steve Anderson on Thu, 11/20/2008 - 15:23. PRESS RELEASE ...  	16		
332	“big telecom” site:saveournet.ca	2009: Who Will Control Canada's Digital Soul? | SaveOurNet.ca	http://saveournet.ca/content/2009-who-will-control-canada%E2%80%99s-digital-soul	16 Jan 2009 ...  Big telecom companies are trying to do away with the governing guidelines of the Internet called Net Neutrality (or common carriage). ...  	16		
333	“big telecom” site:saveournet.ca	Clement: Internet Santa or Grinch? | SaveOurNet.ca	http://saveournet.ca/card	Sign the card through Twitter. Sign the card through Facebook. Sign it on our site: HERE. AND, thousands of people have already told Tony Clement to stop ...  	16		
334	“big telecom” site:saveournet.ca	SaveOurNet.ca | Protecting your Internet's level playing field	http://saveournet.ca/node?page=6	Big telecom companies are trying to do away with the governing guidelines of the Internet called ... CRTC sides with Big Telecom and Fails Online Consumers ...  	16		
335	“big telecom” site:saveournet.ca	Businesses Stand Up for Broadband Competition | SaveOurNet.ca	http://saveournet.ca/content/businesses-stand-up-broadband-competition	12 Sep 2009 ... This makes it harder for small independents to differentiate themselves, and thus compete, with the big telecom players. ...  	16		
336	“big telecom” site:saveournet.ca	Blogs | SaveOurNet.ca	http://saveournet.ca/blog?page=4	A great example of how we CAN win the fight against these big telecom companies. ..one technology at a time! From the Vancouver Sun: ...saveournet.ca/blog?page=4 - Cached 	16		
337	“big telecom” site:saveournet.ca	Clement: Internet Santa or Grinch? | SaveOurNet.ca	http://saveournet.ca/card?page=2	3 Dec 2009 ... Please stop Big Telecom companies from taking control of our Internet use. I support the opinions of Save our Net. ...  	16		
338	“big telecom” site:saveournet.ca	SaveOurNet.ca | Protecting your Internet's level playing field	http://saveournet.ca/node?page=5	Send the CRTC a Valentine of its own, urging them to put the public's interest before that of the big telecom companies. http://www.unionvoice.org/campaign/ ...  	16		
339	“big telecom” site:saveournet.ca	Clement: Internet Santa or Grinch? | SaveOurNet.ca	http://saveournet.ca/card?page=1	3 Dec 2009 ... stop Big Telecom companies from taking control of our Internet u ... Please stop 'Big Brother', the big telecom companies, in its tracks. ...  	16		
340	“big telecom” site:saveournet.ca	Tell Tony Clement you Want Net Neutrality | SaveOurNet.ca	http://saveournet.ca/TonyClement	We think that's wrong. When it comes to surfing the web, the internet user, not big telecom , should be in the driver's seat. ...  	16		
341	“big telecom” site:saveournet.ca	Media Advisory: CRTC to Make Landmark Decision on Internet Freedom ...	http://saveournet.ca/content/media-advisory-crtc-make-landmark-decision-internet-freedom	19 Nov 2008 ... to Canadian people and putting us on a path towards a more closed Internet defined by the interests of big telecom companies.â ...  	16		
342	“big telecom” site:saveournet.ca	No More Throttling | SaveOurNet.ca	http://saveournet.ca/content/make-sure-theyre-not-throttling-us	The big telecom companies did not initially intend to provide access to these unsanctioned services when they began selling access to the Internet. ...  	16		
343	“big telecom” site:saveournet.ca	Tell the CRTC what you think of their decision | SaveOurNet.ca	http://saveournet.ca/content/tell-crtc-what-you-think-their-decision	20 Nov 2008 ... *(NEW) The CRTC sided with Big Telecom and failed online consumers. The CRTC has announced that it will not force Bell Canada to stop its ...  	16		
344	“big telecom” site:saveournet.ca	Social Media Squad | SaveOurNet.ca	http://saveournet.ca/socialmedia	The Conservative federal government is NOT inclined to support an open Internet, and big telecom's are lobbying heavily. To keep a level playing field  on ...  	16		
345	“big telecom” site:saveournet.ca	SaveOurNet.ca Internet Dance Party | SaveOurNet.ca	http://saveournet.ca/danceparty	The big telecom companies that bring the Internet into our homes and workplaces are trying to take control of how we use the Internet. ...  	16		
346	“big telecom” site:saveournet.ca	Newsroom | SaveOurNet.ca	http://saveournet.ca/newsroom	CRTC sides with Big Telecom and Fails Online Consumers · Media Advisory: CRTC to Make Landmark Decision on Internet Freedom ...  	16		
347	“big telecom” site:news.cnet.com/Net-neutrality-showdown/2009-1028_3-6055133.html	n/a	n/a	n/a	n/a		
348	“big telecom” site:searchnetworking.techtarget.com/sDefinition/0,,sid7_gci1207194,00.html	n/a	n/a	n/a	n/a		
349	“big telecom” site:thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq	Blackburn: Net neutrality is 'Fairness Doctrine for the Internet ...	http://thehill.com/blogs//hillicon-valley/605-technology/63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?page=3	Unlike the airwaves, the Internet is controlled by the big telecom and ... Blackburn sounds like she's taking talking points from the big telecom companies . ...thehill.com/.../63875-blackburn-net-neutrality-is-qfairness-doctrine-for-the-internetq?... - Cached 	1		
350	“big telecom” site:cbc.ca/technology/story/2009/07/02/f-net-neutrality-faq.html	n/a	n/a	n/a	n/a		
351	“big telecom” site:pbs.org/moyers/moyersonamerica/net/neutrality.html	n/a	n/a	n/a	n/a		
352	“big telecom” site:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a	n/a		
353	“big telecom” site:news.bbc.co.uk/2/hi/8315918.stm	n/a	n/a	n/a	n/a		
354	“big telecom” site:wisegeek.com/what-is-net-neutrality.htm	n/a	n/a	n/a	n/a		
355	“big telecom” site:cybertelecom.org/ci/neutral.htm	n/a	n/a	n/a	n/a		
356	“big telecom” site:arstechnica.com/tech-policy/news/2009/12/big-cable-pro-net-neutrality-arguments-turn-first-amendment-on-its-head.ars	n/a	n/a	n/a	n/a		
357	“big telecom” site:circleid.com/topics/net_neutrality	n/a	n/a	n/a	n/a		
358	“big telecom” site:blogs.wsj.com/digits/2009/10/18/facebook-and-twitter-founders-join-net-neutrality-wars	n/a	n/a	n/a	n/a		
359	“big telecom” site:cnn.com/2009/TECH/10/24/net.neutrality.politics/index.html	n/a	n/a	n/a	n/a		
360	“big telecom” site:publicknowledge.org/issues/network-neutrality	Issue: Network Neutrality | Public Knowledge	http://www.publicknowledge.org/issues/network-neutrality/items?page=41		2		
361	“big telecom” site:publicknowledge.org/issues/network-neutrality	Issue: Network Neutrality | Public Knowledge	http://www.publicknowledge.org/issues/network-neutrality/items?page=21		2		
362	“big telecom” site:freepress.net/policy/internet/net_neutrality	n/a	n/a	n/a	n/a		
363	“big telecom” site:online.wsj.com/article/SB125329467451823485.html	n/a	n/a	n/a	n/a		
364	“big telecom” site:openinternetcoalition.com	n/a	n/a	n/a	n/a		
365	“big telecom” site:techcrunch.com/2008/08/31/the-net-neutrality-debate-all-on-one-page	n/a	n/a	n/a	n/a		
366	“big telecom” site:usatoday.com/tech/news/2009-12-09-netneutrality09_CV_N.htm	n/a	n/a	n/a	n/a		
367	“open internet” site:en.wikipedia.org/wiki/Network_neutrality	Network neutrality - Wikipedia, the free encyclopedia	http://en.wikipedia.org/wiki/Network_neutrality	In 2005, the FCC issued its Broadband Policy Statement (also known as the Internet Policy Statement), which lists four principles of open Internet , ...  	1		
368	“open internet” site:en.wikipedia.org/wiki/Network_neutrality_in_the_United_States	n/a	n/a	n/a	n/a		
369	“open internet” site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/	The savetheinternet.com coalition is more than a million everyday people who have banded together with thousands of non-profit organizations, businesses and ...  	1500		
370	“open internet” site:savetheinternet.com	FCC Fine Print Could Undermine an Open Internet | Save the Internet	http://www.savetheinternet.com/blog/09/11/02/fcc-fine-print-could-undermine-open-internet	2 Nov 2009 ... Buried in the fine print of the FCC's proposed Net Neutrality rules is a potential loophole that if left open would undermine the future of ...  	1500		
371	“open internet” site:savetheinternet.com	Deep Packet Inspection  Puts Open Internet at Risk | Free Press	https://www.savetheinternet.com/node/49008	19 Mar 2009 ... Free Press is a national, nonpartisan, nonprofit organization working to reform the media. Through education, organizing and advocacy, ...  	1500		
372	“open internet” site:savetheinternet.com	Young Entrepreneurs Rely on the Open Internet | Save the Internet	http://www.savetheinternet.com/blog/09/12/10/young-entrepreneurs-rely-open-internet	10 Dec 2009 ... As a young owner of a small business -- a New York-based startup company called onebluebrick -- I rely on an open Internet , ...  	1500		
373	“open internet” site:savetheinternet.com	Harvard Study Supports an Open Internet | Save the Internet	http://www.savetheinternet.com/blog/09/10/16/harvard-study-supports-open-internet	16 Oct 2009 ... We know we're right, but it's always comforting when an institution like Harvard thinks so, too.  	1500		
374	“open internet” site:savetheinternet.com	Posts tagged open internet | Save the Internet	http://www.savetheinternet.com/blog/archive/all/open%20internet	New York City could help lead the way for an open Internet by passing a resolution urging the federal government to protect Net Neutrality. ...  	1500		
375	“open internet” site:savetheinternet.com	Thousands File Comments for an Open Internet | Save the Internet	http://www.savetheinternet.com/blog/09/06/09/thousands-file-comments-open-internet-0	9 Jun 2009 ... At the close of yesterday's FCC comment period about a national Internet plan, thousands of you filed comments in support of an open, ...  	1500		
376	“open internet” site:savetheinternet.com	Open Internet | Free Press	https://www.savetheinternet.com/taxonomy/term/178	Free Press is a national, nonpartisan, nonprofit organization working to reform the media. Through education, organizing and advocacy, we promote diverse ...  	1500		
377	“open internet” site:savetheinternet.com	FCC Chief 'Boldly' Commits to Net Neutrality | Save the Internet	http://www.savetheinternet.com/blog/09/09/21/fcc-chief-boldly-commits-net-neutrality	21 Sep 2009 ... âIf we wait too long to preserve a free and open Internet , ... âThe rise of serious challenges to the free and open Internet puts us at a ...  	1500		
378	“open internet” site:savetheinternet.com	National Conference Spotlights Open Internet Debate | Free Press	https://www.savetheinternet.com/node/40243	"Future of the Internet" discusses the fight for an open Internet at a time of intense opposition from phone and cable companies. ...  	1500		
379	“open internet” site:savetheinternet.com	Free Press Scores Major Victory for an Open Internet | Free Press	https://www.savetheinternet.com/node/45845	Free Press is a national, nonpartisan, nonprofit organization working to reform the media. Through education, organizing and advocacy, we promote diverse ...  	1500		
380	“open internet” site:savetheinternet.com	Free Press Promotes Open Internet at Broadband Stimulus Roundtable ...	https://www.savetheinternet.com/node/49070	When it comes to the open Internet , the voice of the consumer is clear and unequivocal. In the last week, almost 15000 of Free Press members have sent ...  	1500		
381	“open internet” site:savetheinternet.com	Deep Packet Inspection:	https://www.savetheinternet.com/files/Deep_Packet_Inspection_The_End_of_the_Internet_As_We_Know_It.pdf	File Format: PDF/Adobe Acrobat - View as HTML  by WEK IT - Related articles - All 9 versions  18 Mar 2009 ... principles of an open Internet and to consumer choice. MARkETING DPI TO INTERNET SERVICE PROVIDERS. Marketing for DPI equipment extends well ...  	1500		
382	“open internet” site:savetheinternet.com	Free Press: Comcast Decision 'Major Victory' for Open Internet ...	https://www.savetheinternet.com/node/42937	1 Aug 2008 ... Free Press is a national, nonpartisan, nonprofit organization working to reform the media. Through education, organizing and advocacy, ...  	1500		
383	“open internet” site:savetheinternet.com	Thousands File Comments for an Open Internet | Free Press	https://www.savetheinternet.com/node/61297	9 Jun 2009 ... Free Press is a national, nonpartisan, nonprofit organization working to reform the media. Through education, organizing and advocacy, ...  	1500		
384	“open internet” site:savetheinternet.com	Threats to an Open Internet | Save the Internet	http://www.savetheinternet.com/threats-open-internet	The threat to an open internet isn't just speculation -- we've seen what happens when the Internet's gatekeepers get too much control. ...  	1500		
385	“open internet” site:savetheinternet.com	Posts tagged open internet | Save the Internet	http://www.savetheinternet.com/blog/archive/all/open%20internet?page=1	Posts tagged open internet . 25000 People Tell FCC to Put the Public First, Support Net Neutrality. By: Megan Tady. October 21, 2009 ...  	1500		
386	“open internet” site:savetheinternet.com	Raymond Steding | Save the Internet	http://www.savetheinternet.com/story/1579	An Open Internet Is Part of Our Basic Civil Rights ... This fundamental change would end the open Internet as we know it. It would damage my ability to ...  	1500		
387	“open internet” site:savetheinternet.com	The Top 10 Internet Moments of 2009 | Save the Internet	http://www.savetheinternet.com/blog/09/12/23/top-10-internet-moments-2009	23 Dec 2009 ... The Top 10 Open Internet Moments of 2009 (in no particular order): ... The mere suggestion of a rule put the open Internet foes at AT&T, ...  	1500		
388	“open internet” site:savetheinternet.com	Future of the Internet | Free Press	https://www.savetheinternet.com/media_issues/internet	There is a similar threat to an open Internet today, and the stakes couldn't be higher. ... Get involved in the movement for an open Internet ! ...  	1500		
389	“open internet” site:savetheinternet.com	Mark Burwinkel | Save the Internet	http://www.savetheinternet.com/story/30352	17 Nov 2009 ... This fundamental change would end the open Internet as we know it. ... Without a free and open internet these collaborations may cease to ...  	1500		
390	“open internet” site:savetheinternet.com	Frequently Asked Questions | Save the Internet	http://www.savetheinternet.com/faq	But as a consequence of a 2005 decision by the Federal Communications Commission , Net Neutrality -- the foundation of the free and open Internet -- was put ...www.savetheinternet.com/faq - Cached - Similar 	1500		
391	“open internet” site:savetheinternet.com	The Internet's Greatest Gift: Participation | Save the Internet	http://www.savetheinternet.com/blog/09/12/16/internets-greatest-gift-participation	16 Dec 2009 ... An Open Internet means  that we can speak, organize and innovate ... An Open Internet changes all this. People can reach audiences that only ...  	1500		
392	“open internet” site:savetheinternet.com	Public Interest Groups Support FCC on Net Neutrality | Save the ...	http://www.savetheinternet.com/blog/09/10/21/public-interest-groups-support-fcc-net-neutrality	21 Oct 2009 ... The power that an open Internet vests in individuals has resulted in ... The open Internet has generated billions of dollars in investment, ...  	1500		
393	“open internet” site:savetheinternet.com	Now Comcast Wants Open Meetings? | Save the Internet	http://www.savetheinternet.com/blog/09/06/14/now-comcast-wants-open-meetings	I'll just sit at home Tweeting, âI hope the FCC protects an open Internet ,â while Comcast and others debate (or ignore) the issues without me. ...  	1500		
394	“open internet” site:savetheinternet.com	Save the Internet | Join the fight for Internet Freedom	http://www.savetheinternet.com/stories/all?page=6	12 Nov 2009 ... This fundamental change would end the open Internet as we know it. More Â». Jay Spain. Raleigh, North Carolina. Nov 12, 2009 ...  	1500		
395	“open internet” site:savetheinternet.com	Join the Fight for Internet Freedom | Free Press	https://www.savetheinternet.com/savetheinternet	The Open Internet Is in Danger. But the free and open Internet we need and value is in danger. The cartel of phone and cable companies that control access ...  	1500		
396	“open internet” site:savetheinternet.com	Arguments Against Net Neutrality Grow Mold | Save the Internet	http://www.savetheinternet.com/blog/09/10/01/arguments-against-net-neutrality-grow-mold	1 Oct 2009 ... "The open Internet as we know it would not exist if not for regulation. ... "We cannot allow the future of the open Internet to be sabotaged ...  	1500		
397	“open internet” site:savetheinternet.com	Daniel Kemble | Save the Internet	http://www.savetheinternet.com/story/1877	Free and Open Internet ! I myself am going to be a father soon. ... Free and Open Internet guarantees him/her a better chance. ...  	1500		
398	“open internet” site:savetheinternet.com	Historic Day for Net Neutrality  | Save the Internet	http://www.savetheinternet.com/blog/09/10/22/historic-day-net-neutrality	22 Oct 2009 ... The proposed rules would codify the four open Internet  ... A well-crafted Net Neutrality rule  can ensure that the open Internet continues to ...  	1500		
399	“open internet” site:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	Â» The Left Continues to Break: More Cracks in Net Neutrality Front ...	http://biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front/		1		
400	“open internet” site:reclaimthemedia.org/broadband/cable/new_study_suggests_net_neutral0701	n/a	n/a	n/a	n/a		
401	“open internet” site:broadcastingcable.com/article/442481-Minority_Women_s_Organizations_Call_on_FCC_to_Ponder_Net_Neutrality_Rules.php	n/a	n/a	n/a	n/a		
402	“open internet” site:macsimumnews.com/index.php/archive/net_neutrality_expected_be_debated_at_ces_2010	n/a	n/a	n/a	n/a		
403	“open internet” site:netneutrality.michaelgeist.ca	CRTC Network Management Hearings, Day Two: Open Internet Coalition ...	http://netneutrality.michaelgeist.ca/crtc-network-management-hearings-day-two-open-internet-coalition-zipca-cisp-roks-mezei	Day two of the CRTC network management hearing featured some great presentations from the Open Internet Coalition, Zip.ca, CISP, and two knowledgeable ...  	1030		
404	“open internet” site:netneutrality.michaelgeist.ca	Open Internet Coalition | Neutrality	http://netneutrality.michaelgeist.ca/content/open-internet-coalition	CRTC Network Management Hearings, Day Two: Open Internet Coalition, Zip.ca, CISP , Roks, Mezei. Jul.  7/09 |. Comments (2555) ...netneutrality.michaelgeist.ca/content/open-internet-coalition - Cached 	1030		
405	“open internet” site:netneutrality.michaelgeist.ca	CRTC Net Neutrality Hearing Open Door To Regulatory Action ...	http://netneutrality.michaelgeist.ca/crtc-net-neutrality-hearing-open-door-regulatory-action	20 Jul 2009 ... First, it could adopt a test advocated by the Open Internet Coalition ... CRTC Network Management Hearings, Day Two: Open Internet Coalition ...  	1030		
406	“open internet” site:netneutrality.michaelgeist.ca	Internet service providers | Neutrality	http://netneutrality.michaelgeist.ca/category/topics/internet-service-providers?page=4	Search engine giant Google will also be making a presentation at the CRTC hearing as part of the Open Internet Coalition, which also includes Amazon, ...  	1030		
407	“open internet” site:netneutrality.michaelgeist.ca	Neutrality	http://netneutrality.michaelgeist.ca/neutrality-blog?page=2	While the submission from the Open Internet Coalition has attracted some media ... CRTC Network Management Hearings, Day Two: Open Internet Coalition, ...  	1030		
