result #	query	article title	article url	article description	total nr of results indicated by Google	Extra settings	
24	“big government” site:telecomsense.com/2010/01/a-house-divided-the-broadband.php	n/a	n/a	n/a	n/a		
25	“big government” site:bannedlibrarian.wordpress.com/2010/01/05/network-neutrality-universal-broadband-racial-justice	n/a	n/a	n/a	n/a		
26	“big government” site:wgaeast.org/index.php?id=285&tx_ttnews%5Btt_news%5D=2213&tx_ttnews%5BbackPid%5D=1	n/a	n/a	n/a	n/a		
27	“big government” site:chrismarsden.blogspot.com/2010/01/new-face.html	n/a	n/a	n/a	n/a		
28	“big government” site:redstate.com/neil_stevens/2010/01/06/attack-of-the-freeloaders	n/a	n/a	n/a	n/a		
29	“big government” site:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a	n/a		
30	“big government” site:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a	n/a		
31	“big government” site:techliberation.com/2009/12/20/the-deontological-case-against-net-neutrality-regs	n/a	n/a	n/a	n/a		
32	“big government” site:techdailydose.nationaljournal.com/2009/12/lawmakers-net-neutrality-stanc.php	n/a	n/a	n/a	n/a		
33	“big government” site:maskeforcongress.blogspot.com/2010/01/positions-and-viewpoints-net-neutrality.html	n/a	n/a	n/a	n/a		
34	“big government” site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
35	“big government” site:doublespeakmedia.com/2006/09/22/net-neutrality-adam-green-and-craig-newmark	n/a	n/a	n/a	n/a		
36	“big government” site:platinumgmat.com/practice_gmat_questions/critical_reasoning_questions?practice_question_id=619&d=20100104&__source=rss_gmat_practice_question	n/a	n/a	n/a	n/a		
37	“big government” site:medialawprofessor.wordpress.com/2010/01/04/net-neutrality-why-is-it-important-to-me	n/a	n/a	n/a	n/a		
38	“big government” site:dailyfinance.com/story/net-neutrality-john-mccain-says-no-glenn-beck-sees-a-marxist-p/19206288	n/a	n/a	n/a	n/a		
39	“big government” site:digg.com/people/Net_neutrality_John_McCain_NO_Glenn_Beck_Marxist_Plot	n/a	n/a	n/a	n/a		
40	“big government” site:dailyfinance.com/2009/06/05/job-losses-slow-in-may-but-unemployment-hits-9-4-percent/2	n/a	n/a	n/a	n/a		
41	“big government” site:savetheinternet.com/blog/09/12/14/new-tool-putting-net-neutrality-map	n/a	n/a	n/a	n/a		
42	“big government” site:reason.com/blog/2009/12/15/instapundit-on-net-neutrality	n/a	n/a	n/a	n/a		
43	“big government” site:gizmodo.com.au/2009/12/comcasts-net-neutrality-case-settlement-a-win-for-the-internet	n/a	n/a	n/a	n/a		
44	“big government” site:ugnn.com/2009/12/net-neutrality-decade	n/a	n/a	n/a	n/a		
45	“big government” site:zeropaid.com/news/87427/songwriters-guild-net-neutrality-would-protect-pirates	n/a	n/a	n/a	n/a		
46	“big government” site:itbswatch.com/2009/12/28/how-the-carriers-lost-the-net-neutrality-debate	n/a	n/a	n/a	n/a		
47	“big government” site:grahnlaw.blogspot.com/2009/12/eu-telecoms-package-commissions.html	n/a	n/a	n/a	n/a		
48	“big government” site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18?utm_medium=rss&utm_source=rss&cmp-id=OTC-RSS-FBW0	n/a	n/a	n/a	n/a		
49	“new regulation” site:handsoff.org	Hands off the  Internet Â» Chris Wolf on Broadband Policy and the ...	http://www.handsoff.org/blog/tiered-service/chris-wolf-on-broadband-policy-and-the-next-internet/	As much as we might disagree over the need for new regulation , we agree completely with those on the other side of the regulatory question that no legal ...  	16		
50	“new regulation” site:handsoff.org	Prepared Remarks of Christopher Wolf Co-Chair, Hands Off the ...	http://www.handsoff.org/hoti_docs/news/wolf_021407.pdf	File Format: PDF/Adobe Acrobat - Quick View  As much as we might disagree over the need for new regulation , ... The calls for new regulation also unfairly shift business costs to consumers by barring ...  	16		
51	“new regulation” site:handsoff.org	Hands off the  Internet Â» Deborah Platt Majoras	http://www.handsoff.org/blog/category/deborah-platt-majoras/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	16		
52	“new regulation” site:handsoff.org	Hands off the  Internet Â» PFF Summit	http://www.handsoff.org/blog/category/pff-summit/	... Workers of America, have correctly noted, promoting deployment, not cumbersome new regulation , is the key to economic growth and job creation.â ...  	16		
53	“new regulation” site:handsoff.org	Hands off the  Internet Â» FTC	http://www.handsoff.org/blog/category/ftc/	As much as we might disagree over the need for new regulation , we agree completely with those on the other side of the regulatory question that no legal ...  	16		
54	“new regulation” site:handsoff.org	Hands off the  Internet Â» wireless	http://www.handsoff.org/blog/category/wireless/	Could this be the same Google that's lobbying for the Feds to start a massive new regulation of VPNs and the Internet? If that ever happens, ...  	16		
55	“new regulation” site:handsoff.org	Hands off the  Internet Â» News	http://www.handsoff.org/blog/category/news/	âThere is no current or anticipated content discrimination or service degradation justifying new regulation by the Commission,â said a filing by Hands Off ...  	16		
56	“new regulation” site:handsoff.org	Hands off the  Internet Â» Competition	http://www.handsoff.org/blog/category/competition/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	16		
57	“new regulation” site:handsoff.org	Hands off the  Internet Â» Networking	http://www.handsoff.org/blog/category/networking/page/2/	As much as we might disagree over the need for new regulation , we agree completely with those on the other side of the regulatory question that no legal ...  	16		
58	“new regulation” site:handsoff.org	Hands off the  Internet Â» Congress	http://www.handsoff.org/blog/category/congress/page/2/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	16		
59	“new regulation” site:handsoff.org	Hands Off the Internet	http://handsoff.org/hoti_docs/news/pr_040507.shtml	"Rather than participate in the recent process set up by the FCC to determine whether there is a need for new regulation , these groups are trying to ...  	16		
60	“new regulation” site:handsoff.org	Hands off the  Internet Â» Google's Virtue and Other Internet Problems	http://www.handsoff.org/blog/tiered-service/googles-virtue-and-other-internet-problems/	Could this be the same Google that's lobbying for the Feds to start a massive new regulation of VPNs and the Internet? If that ever happens, ...  	16		
61	“new regulation” site:handsoff.org	Hands off the  Internet Â» Net Neutrality Rules Harmful, Commenters ...	http://www.handsoff.org/blog/in-the-news/net-neutrality-rules-harmful-commenters-tell-fcc/	18 Jun 2007 ... âThere is no current or anticipated content discrimination or service degradation justifying new regulation by the Commission,â said a ...  	16		
62	“new regulation” site:handsoff.org	Before the Federal Communications Commission Washington, D.C. ...	http://handsoff.org/hoti_docs/studies/HOTI_Reply.pdf	File Format: PDF/Adobe Acrobat - Quick View  16 Jul 2007 ... the proponents of new regulation to include not only blocking or degradation, but even pro- competitive network management and traffic ...  	16		
63	“new regulation” site:handsoff.org	Before the Federal Communications Commission Washington, D.C. ...	http://handsoff.org/hoti_docs/studies/fcc_filing.pdf	File Format: PDF/Adobe Acrobat - Quick View  degradation justifying new regulation by the Commission. ...... law must be examined to determine whether new regulation is truly needed to deal with the ...  	16		
64	“new regulation” site:handsoff.org	Hands off the  Internet Â» 2007 Â» July	http://www.handsoff.org/blog/2007/07/page/2/	... policy makers should be particularly hesitant to enact new regulation in this area.â We don't think we could have said it any better ourselves. ...  	16		
65	“new regulation” site:chrismarsden.blogspot.com	Net neutrality in Europe: Wall St Journal Europe hugely biased ...	http://chrismarsden.blogspot.com/2008/08/wall-st-journal-europe-hugely-biased.html	Increased investment, not ill-considered new regulation , is the best and only option to bring the Internet's wonders to all Europeans." ...  	2		
66	“new regulation” site:chrismarsden.blogspot.com	Net neutrality in Europe: August 2008	http://chrismarsden.blogspot.com/2008_08_01_archive.html	Increased investment, not ill-considered new regulation , is the best and only option to bring the Internet's wonders to all Europeans." ...  	2		
67	“new regulation” site:freepress.net	Old Myths in the Network Neutrality Debate	http://freepress.net/files/dejavu.pdf	File Format: PDF/Adobe Acrobat - Quick View  be a partial restoration of rules â not â newâ regulation . ..... rules -- not â newâ regulation.4. Since the birth  of the Internet, the FCC put in place clear ...freepress.net/files/dejavu.pdf 	8		
68	“new regulation” site:freepress.net	Why Consumers Demand Internet Freedom	http://www.freepress.net/files/nn_fact_v_fiction_final.pdf	File Format: PDF/Adobe Acrobat - Quick View  FACT #1: Network Neutrality protections have existed for the entire history of the Internet. Fiction: Network Neutrality is â new regulation .â ...  	8		
69	“new regulation” site:freepress.net	FTC: Congress Should Be Hesitant to Mandate Net Neutrality | Free ...	http://www.freepress.net/news/24298	... consumer harm," said FTC Chairman Deborah Platt Majoras, policy makers should be particularly hesitant to enact new regulation in this area." ...  	8		
70	“new regulation” site:freepress.net	Before the Federal Communications Commission Washington, DC 20554 ...	http://www.freepress.net/files/Verizon.pdf	File Format: PDF/Adobe Acrobat - View as HTML  Restrictive new regulation in this dynamic area would constrain broadband providers' ability to address those challenges effectively and would remove ...  	8		
71	“new regulation” site:freepress.net	News Headlines | Free Press- Page 1307	https://freepress.net/newsroom/news_headlines?page=1306&%24Domain=bxdwxnlhuxrbtdlc	Federal Communications Commission Chairman Kevin Martin said Tuesday there's no need for new regulation of the Internet, saying his agency has all the ...  	8		
72	“new regulation” site:freepress.net	Free Press | media reform through education, organizing and advocacy	http://live.freepress.net/node?page=233		8		
73	“new regulation” site:freepress.net	Reaction Pours in over FCC's 70/70 Retreat | Free Press	http://www.freepress.net/news/28543	28 Nov 2007 ... assertion that cable had reached a market-power threshold that could trigger new regulation like program unbundling or ownership caps. ...  	8		
74	“new regulation” site:freepress.net	FCC Moves to Place Restrictions on Cable TV | Free Press	https://freepress.net/news/28025		8		
75	“new regulation” site:savetheinternet.com/blog	Net Neutrality Is a Good  Investment | Save the Internet	http://www.savetheinternet.com/blog/09/10/22/net-neutrality-good-investment	22 Oct 2009 ... McKinnon ominously warned investment and the jobs âcould be snuffed out by new regulation that chills the revenue streams to fund it.â ...  	3		
76	“new regulation” site:savetheinternet.com/blog	Questions about Net Neutrality Opponents Still Can't Answer | Save ...	http://www.savetheinternet.com/blog/09/10/22/questions-about-net-neutrality-opponents-still-cant-answer	22 Oct 2009 ... Open Internet supporters have long combated the false claims of companies like AT&T that Net Neutrality would result in harsh new regulation  ...  	3		
77	“new regulation” site:savetheinternet.com/blog	SaveTheInternet.com Archive	http://www.savetheinternet.com/blog/2006/09/12/new-report-skewers-telco-spin-on-competition/	12 Sep 2006 ... âNet Neutrality legislation is heavy-handed new regulation .â [They ignore its history as one of the Internet's guiding  regulatory principles ...  	3		
78	“new regulation” site:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a	n/a		
79	“new regulation” site:pajamasmedia.com/instapundit/91254	n/a	n/a	n/a	n/a		
80	“new regulation” site:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a	n/a		
81	“new regulation” site:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a	n/a		
82	“new regulation” site:ifcnews.com/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a	n/a		
83	“new regulation” site:entirelyopensource.com/Net-Neutrality/My-Web-Series-Made-Possible-by-Net-Neutrality	n/a	n/a	n/a	n/a		
84	“new regulation” site:broadbandbreakfast.com/2010/01/the-hills-kim-hart-to-co-moderate-net-neutrality-copyright-protection-and-national-broadband-plan-town-hall	n/a	n/a	n/a	n/a		
85	“new regulation” site:precursorblog.com/content/doj-rejects-broadband-market-failure-thesis	n/a	n/a	n/a	n/a		
86	“new regulation” site:telecomsense.com/2010/01/a-house-divided-the-broadband.php	n/a	n/a	n/a	n/a		
87	“new regulation” site:bannedlibrarian.wordpress.com/2010/01/05/network-neutrality-universal-broadband-racial-justice	n/a	n/a	n/a	n/a		
88	“new regulation” site:wgaeast.org/index.php?id=285&tx_ttnews%5Btt_news%5D=2213&tx_ttnews%5BbackPid%5D=1	What Is Net Neutrality?	http://www.wgaeast.org/index.php?id=308&tx_felogin_pi1%5Bforgot%5D=1&tx_ttnews%5Btt_news%5D=698&tx_ttnews%5BbackPid%5D=93	Is Net Neutrality a new regulation ? Absolutely not. Net Neutrality has been part of the Internet since its. inception. Pioneers like Vinton Cerf and Sir Tim ...  	1		
89	“new regulation” site:chrismarsden.blogspot.com/2010/01/new-face.html	n/a	n/a	n/a	n/a		
90	“new regulation” site:redstate.com/neil_stevens/2010/01/06/attack-of-the-freeloaders	n/a	n/a	n/a	n/a		
91	“new regulation” site:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a	n/a		
92	“new regulation” site:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a	n/a		
93	“new regulation” site:techliberation.com/2009/12/20/the-deontological-case-against-net-neutrality-regs	n/a	n/a	n/a	n/a		
94	“new regulation” site:techdailydose.nationaljournal.com/2009/12/lawmakers-net-neutrality-stanc.php	n/a	n/a	n/a	n/a		
95	“new regulation” site:maskeforcongress.blogspot.com/2010/01/positions-and-viewpoints-net-neutrality.html	n/a	n/a	n/a	n/a		
96	“new regulation” site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
97	“new regulation” site:doublespeakmedia.com/2006/09/22/net-neutrality-adam-green-and-craig-newmark	n/a	n/a	n/a	n/a		
98	“new regulation” site:platinumgmat.com/practice_gmat_questions/critical_reasoning_questions?practice_question_id=619&d=20100104&__source=rss_gmat_practice_question	n/a	n/a	n/a	n/a		
99	“new regulation” site:medialawprofessor.wordpress.com/2010/01/04/net-neutrality-why-is-it-important-to-me	n/a	n/a	n/a	n/a		
100	“new regulation” site:dailyfinance.com/story/net-neutrality-john-mccain-says-no-glenn-beck-sees-a-marxist-p/19206288	n/a	n/a	n/a	n/a		
101	“new regulation” site:digg.com/people/Net_neutrality_John_McCain_NO_Glenn_Beck_Marxist_Plot	n/a	n/a	n/a	n/a		
102	“new regulation” site:dailyfinance.com/2009/06/05/job-losses-slow-in-may-but-unemployment-hits-9-4-percent/2	n/a	n/a	n/a	n/a		
103	“new regulation” site:savetheinternet.com/blog/09/12/14/new-tool-putting-net-neutrality-map	n/a	n/a	n/a	n/a		
104	“new regulation” site:reason.com/blog/2009/12/15/instapundit-on-net-neutrality	n/a	n/a	n/a	n/a		
105	“new regulation” site:gizmodo.com.au/2009/12/comcasts-net-neutrality-case-settlement-a-win-for-the-internet	n/a	n/a	n/a	n/a		
106	“new regulation” site:ugnn.com/2009/12/net-neutrality-decade	n/a	n/a	n/a	n/a		
107	“new regulation” site:zeropaid.com/news/87427/songwriters-guild-net-neutrality-would-protect-pirates	n/a	n/a	n/a	n/a		
108	“new regulation” site:itbswatch.com/2009/12/28/how-the-carriers-lost-the-net-neutrality-debate	n/a	n/a	n/a	n/a		
109	“new regulation” site:grahnlaw.blogspot.com/2009/12/eu-telecoms-package-commissions.html	n/a	n/a	n/a	n/a		
110	“new regulation” site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18?utm_medium=rss&utm_source=rss&cmp-id=OTC-RSS-FBW0	n/a	n/a	n/a	n/a		
111	nationalization site:handsoff.org	n/a	n/a	n/a	n/a		
112	nationalization site:chrismarsden.blogspot.com	n/a	n/a	n/a	n/a		
113	nationalization site:freepress.net	H. R. 2052	http://www.freepress.net/files/HR_2052_Burr-Dingell.pdf	File Format: PDF/Adobe Acrobat - Quick View  (7) The possibility of further nationalization . 13 threatens the current give- and-take between ... and to prevent the further nationalization of the tel-  ...www.freepress.net/files/HR_2052_Burr-Dingell.pdf 	7		
114	nationalization site:freepress.net	Recent posts | Free Press	http://live.freepress.net/tracker?page=1158		7		
115	nationalization site:freepress.net	News Headlines | Free Press	https://freepress.net/newsroom/news_headlines?page=2241&%24Version=0&%24Path=/&%24Domain=.freepress.net		7		
116	nationalization site:freepress.net	News Headlines | Free Press	https://freepress.net/newsroom/news_headlines?page=2459&%24Domain=qhndifaej	Chavez Sets Plans for Nationalization . Juan Forero, New York Times, January 8.2007. n/a. Phone companies in Brazil blocking YouTube. Reuters, January 8.2007 ...  	7		
117	nationalization site:freepress.net	Media Consolidation News | Free Press- Page 160	http://www.freepress.net/newsroom/topic/67?page=159	January 9, 2007. Chavez Sets Plans for Nationalization . January 9, 2007. Martin Promises Localism Study Before Ownership Moves. January 9, 2007 ...  	7		
118	nationalization site:freepress.net	The Latest | Free Press	http://www.freepress.net/latest?page=1060		7		
119	nationalization site:freepress.net	Related Headlines | Free Press- Page 1253	http://www.freepress.net/newsroom/related?page=1252	Chavez Sets Plans for Nationalization · Martin Promises Localism Study Before Ownership Moves · Democrats Take a Close Look at FCC ...  	7		
120	nationalization site:savetheinternet.com/blog	n/a	n/a	n/a	n/a		
121	nationalization site:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a	n/a		
122	nationalization site:pajamasmedia.com/instapundit/91254	n/a	n/a	n/a	n/a		
123	nationalization site:digitaltrends.com/computing/net-neutrality-to-be-debated-at-ces-2010	n/a	n/a	n/a	n/a		
124	nationalization site:biggovernment.com/2010/01/06/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a	n/a		
125	nationalization site:ifcnews.com/the-left-continues-to-break-more-cracks-in-net-neutrality-front	n/a	n/a	n/a	n/a		
126	nationalization site:entirelyopensource.com/Net-Neutrality/My-Web-Series-Made-Possible-by-Net-Neutrality	n/a	n/a	n/a	n/a		
127	nationalization site:broadbandbreakfast.com/2010/01/the-hills-kim-hart-to-co-moderate-net-neutrality-copyright-protection-and-national-broadband-plan-town-hall	n/a	n/a	n/a	n/a		
128	nationalization site:precursorblog.com/content/doj-rejects-broadband-market-failure-thesis	n/a	n/a	n/a	n/a		
129	nationalization site:telecomsense.com/2010/01/a-house-divided-the-broadband.php	n/a	n/a	n/a	n/a		
130	nationalization site:bannedlibrarian.wordpress.com/2010/01/05/network-neutrality-universal-broadband-racial-justice	n/a	n/a	n/a	n/a		
131	nationalization site:wgaeast.org/index.php?id=285&tx_ttnews%5Btt_news%5D=2213&tx_ttnews%5BbackPid%5D=1	n/a	n/a	n/a	n/a		
132	nationalization site:chrismarsden.blogspot.com/2010/01/new-face.html	n/a	n/a	n/a	n/a		
133	nationalization site:redstate.com/neil_stevens/2010/01/06/attack-of-the-freeloaders	n/a	n/a	n/a	n/a		
134	nationalization site:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a	n/a		
135	nationalization site:lsolum.typepad.com/legaltheory/2009/12/speta-on-fcc-regulatory-jurisdiction-net-neutrality.html	n/a	n/a	n/a	n/a		
136	nationalization site:techliberation.com/2009/12/20/the-deontological-case-against-net-neutrality-regs	n/a	n/a	n/a	n/a		
137	nationalization site:techdailydose.nationaljournal.com/2009/12/lawmakers-net-neutrality-stanc.php	n/a	n/a	n/a	n/a		
138	nationalization site:maskeforcongress.blogspot.com/2010/01/positions-and-viewpoints-net-neutrality.html	n/a	n/a	n/a	n/a		
139	nationalization site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
140	nationalization site:doublespeakmedia.com/2006/09/22/net-neutrality-adam-green-and-craig-newmark	n/a	n/a	n/a	n/a		
141	nationalization site:platinumgmat.com/practice_gmat_questions/critical_reasoning_questions?practice_question_id=619&d=20100104&__source=rss_gmat_practice_question	n/a	n/a	n/a	n/a		
142	nationalization site:medialawprofessor.wordpress.com/2010/01/04/net-neutrality-why-is-it-important-to-me	n/a	n/a	n/a	n/a		
143	nationalization site:dailyfinance.com/story/net-neutrality-john-mccain-says-no-glenn-beck-sees-a-marxist-p/19206288	n/a	n/a	n/a	n/a		
144	nationalization site:digg.com/people/Net_neutrality_John_McCain_NO_Glenn_Beck_Marxist_Plot	n/a	n/a	n/a	n/a		
145	nationalization site:dailyfinance.com/2009/06/05/job-losses-slow-in-may-but-unemployment-hits-9-4-percent/2	n/a	n/a	n/a	n/a		
146	nationalization site:savetheinternet.com/blog/09/12/14/new-tool-putting-net-neutrality-map	n/a	n/a	n/a	n/a		
147	nationalization site:reason.com/blog/2009/12/15/instapundit-on-net-neutrality	n/a	n/a	n/a	n/a		
148	nationalization site:gizmodo.com.au/2009/12/comcasts-net-neutrality-case-settlement-a-win-for-the-internet	n/a	n/a	n/a	n/a		
149	nationalization site:ugnn.com/2009/12/net-neutrality-decade	n/a	n/a	n/a	n/a		
150	nationalization site:zeropaid.com/news/87427/songwriters-guild-net-neutrality-would-protect-pirates	n/a	n/a	n/a	n/a		
151	nationalization site:itbswatch.com/2009/12/28/how-the-carriers-lost-the-net-neutrality-debate	n/a	n/a	n/a	n/a		
152	nationalization site:grahnlaw.blogspot.com/2009/12/eu-telecoms-package-commissions.html	n/a	n/a	n/a	n/a		
153	nationalization site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18?utm_medium=rss&utm_source=rss&cmp-id=OTC-RSS-FBW0	n/a	n/a	n/a	n/a		
154	socialism site:handsoff.org	n/a	n/a	n/a	n/a		
155	socialism site:chrismarsden.blogspot.com	n/a	n/a	n/a	n/a		
156	socialism site:freepress.net	The Coming End of YouTube, Twitter and Facebook Socialism | Free Press	http://www.freepress.net/node/56828	The Coming End of YouTube, Twitter and Facebook Socialism . Advertising Age, May 4, 2009. By Simon Dumenco. Cardinal Sean Brady of Ireland told the country's ...  	15		
157	socialism site:freepress.net	The cable news "fascist socialist" apocalypse | Free Press	http://www.freepress.net/node/56585	Amidst economic crisis, is America drifting towards socialism ? Or fascism? Or some "weirdo" hybrid of both?! Only cable McNews has the answer. ...  	15		
158	socialism site:freepress.net	No. 08-1291 ORAL ARGUMENT NOT YET SCHEDULED	http://www.freepress.net/files/Amicus_Brief_FCC_Comcast_Order.pdf	File Format: PDF/Adobe Acrobat - View as HTML  5 Oct 2009 ... also Joseph Schumpeter, CAPITALISM, SOCIALISM AND DEMOCRACY (1942);. Robert M. Solow, Technical Change and the Aggregate Production ...  	15		
159	socialism site:freepress.net	Save the Internet: Take Action!:	https://secure.freepress.net/site/SSurvey?SURVEY_ID=1161&ACTION_REQUIRED=URI_ACTION_VIEW_EXTENDED_REPORTING&QUESTION_ID=1122	Our goal is to develop socialism in order to maximise left activity and thought on SL. SLLU is part of a world wide left unity movement in SL. ...  	15		
160	socialism site:freepress.net	Videos | Free Press- Page 2	http://live.freepress.net/newsroom/videos?page=1	Amidst economic crisis, is America drifting towards socialism ? Or fascism? Or some "weirdo" hybrid of both?! Only cable McNews has the answer. ...  	15		
161	socialism site:freepress.net	Public Media and the Decommodification of News | Free Press	http://www.freepress.net/node/74413	Of course, in a country where offering government health insurance to non- retirees is denounced as socialism, a truly public media system is a hard sell. ...www.freepress.net/node/74413 - Cached 	15		
162	socialism site:freepress.net	Who's Afraid of the Big, Bad Fairness Doctrine? | Free Press	http://www.freepress.net/node/74303	... to compete with private insurers equals socialism -- the most desperate and deluded is this: The so-called Fairness Doctrine would squash free speech. ...  	15		
163	socialism site:freepress.net	Must See Videos | Free Press	http://www.freepress.net/newsroom/must_see_videos	Amidst economic crisis, is America drifting towards socialism ? Or fascism? Or some "weirdo" hybrid of both?! Only cable McNews has the answer. ...  	15		
164	socialism site:freepress.net	Censorship on MySpace, News, Jargon, Conspiracies and other stuff ...	http://www.freepress.net/node/40743	socialism all that gets me confused, but I know that Starbucks definitely fears union organizers, the Wall Street Journal explains ...  	15		
